patternID,pointSeqNo,stopID,stopNumber,latitude,longitude,isPublic
15750,91,0,0,43.12167,-80.251017,True
15750,92,0,0,43.12142736563477,-80.25188158752826,True
15750,93,68346,1516,43.121456146240234,-80.25196075439453,True
15750,94,0,0,43.12341046833788,-80.25337278842926,True
15750,95,68347,1517,43.12335968017578,-80.25383758544922,True
15750,96,0,0,43.12310115113576,-80.25609791278838,True
15750,97,0,0,43.12301109646652,-80.25704205036165,True
15750,98,68348,1518,43.122947692871094,-80.25772857666016,True
15750,99,68231,1396,43.122657775878906,-80.26039123535156,True
15750,100,68349,1519,43.12238693237305,-80.26287841796875,True
15750,101,0,0,43.122349386353115,-80.26309847831727,True
15750,102,0,0,43.12435015657455,-80.2633184194565,True
15750,103,68351,1521,43.12443542480469,-80.26197814941406,True
15750,104,0,0,43.12445978592864,-80.26181638240816,True
15750,105,0,0,43.12602981333803,-80.26208996772768,True
15750,106,68352,1522,43.12605285644531,-80.26201629638672,True
15750,107,0,0,43.126205,-80.260376,True
15750,108,0,0,43.126382183030294,-80.25839924812317,True
15750,109,0,0,43.12639980146164,-80.25826245546341,True
15750,110,68353,1523,43.12663269042969,-80.25830078125,True
15750,111,0,0,43.127979566844026,-80.2585279941559,True
15750,112,0,0,43.12844546259872,-80.25859236717226,True
15750,113,68354,1524,43.129146575927734,-80.25909423828125,True
15750,114,0,0,43.13049928170374,-80.2600563295223,True
15750,115,68355,1525,43.131248474121094,-80.26054382324219,True
15750,116,0,0,43.13147957082872,-80.26084542274475,True
15750,117,0,0,43.1323290941614,-80.26235282421112,True
15750,118,0,0,43.13271666079432,-80.26273369789124,True
15750,119,0,0,43.13333519639339,-80.26290535926819,True
15750,120,0,0,43.1341142291642,-80.26280343532564,True
15750,121,0,0,43.1344626375938,-80.26283025741579,True
15750,122,68260,1428,43.13584518432617,-80.26300811767578,True
15750,123,0,0,43.137339867278975,-80.26325404644012,True
15750,124,0,0,43.1373516107962,-80.26598453521729,True
15750,125,0,0,43.13742207185219,-80.26742219924925,True
15750,126,0,0,43.137531677777886,-80.26798009872438,True
15750,127,0,0,43.137821349635786,-80.26838779449464,True
15750,128,0,0,43.13875298765837,-80.26912808418274,True
15750,129,0,0,43.13945757841607,-80.26963233947755,True
15750,130,68331,1500,43.14019775390625,-80.2691421508789,True
15750,131,0,0,43.14118,-80.2685,True
15750,132,0,0,43.1410114244452,-80.26833146810532,True
15750,133,0,0,43.14094879607607,-80.26810079813004,True
15750,134,0,0,43.14098071929126,-80.26749751588795,True
15750,135,0,0,43.14105056714334,-80.26600331068039,True
15750,136,0,0,43.141155513474274,-80.26476429120521,True
15750,137,0,0,43.14119148064912,-80.26385217905045,True
15750,138,0,0,43.14077656773015,-80.26378780603409,True
15750,139,0,0,43.14039296648876,-80.26374489068985,True
15750,140,0,0,43.14031468022542,-80.26471048593521,True
15750,141,68000,1141,43.140777587890625,-80.2647476196289,True
