patternID,pointSeqNo,stopID,stopNumber,latitude,longitude,isPublic,distance_to_previous
15750,72,0,0,43.1262686419067,-80.2537697553635,True,0.00867708662723941
15750,73,0,0,43.1264076318739,-80.2517929673195,True,0.16159797938088738
15750,74,0,0,43.126444826318654,-80.25063693523408,True,0.09416118902652458
15750,75,68522,1509,43.12603378295898,-80.24971771240234,True,0.08763806222487945
15750,76,0,0,43.1260180676467,-80.2496767044067,True,0.0037661187786156023
15750,77,0,0,43.1255717297036,-80.2488505840302,True,0.08353431214837664
15750,78,0,0,43.1251606260853,-80.2478581666947,True,0.09277793374020452
15750,79,68340,1510,43.12490081787109,-80.24720001220703,True,0.0608400826154544
15750,80,0,0,43.12489,-80.24709,True,0.00903262046793121
15750,81,0,0,43.1244,-80.24637,True,0.07997634021727353
15750,82,0,0,43.123451,-80.247733,True,0.15302893685759525
15750,83,68525,6505,43.12348556518555,-80.24775695800781,True,0.004306610466072703
15750,84,0,0,43.12348428931103,-80.24775602728653,True,0.0001607100498212967
15750,85,0,0,43.123451,-80.247733,True,0.004145937021321999
15750,86,0,0,43.12337,-80.24785,True,0.01310074574222301
15750,87,0,0,43.12229,-80.24942,True,0.1752697981001202
15750,88,0,0,43.12227303472563,-80.24933069944382,True,0.007507627703672782
15750,89,68345,1515,43.12227249145508,-80.24932861328125,True,0.00018017921634784772
15750,90,0,0,43.12186786051139,-80.25011937628733,True,0.07849765554820949
15750,91,0,0,43.12167,-80.251017,True,0.07628399815381742
15750,92,0,0,43.12142736563477,-80.25188158752826,True,0.07534688632814884
15750,93,68346,1516,43.12145614624024,-80.25196075439453,True,0.0071923956303172306
15750,94,0,0,43.12341046833788,-80.25337278842926,True,0.24564905215938584
15750,95,68347,1517,43.12335968017578,-80.25383758544922,True,0.03824259934221869
15750,96,0,0,43.12310115113576,-80.25609791278838,True,0.18616935735371323
15750,97,0,0,43.12301109646652,-80.25704205036165,True,0.07748071517096494
15750,98,68348,1518,43.12294769287109,-80.25772857666016,True,0.05631053503704267
15750,99,68231,1396,43.122657775878906,-80.26039123535156,True,0.21906357463002427
15750,100,68349,1519,43.12238693237305,-80.26287841796875,True,0.20462816980570778
15750,101,0,0,43.12234938635312,-80.26309847831727,True,0.018387641829420733
15750,102,0,0,43.12435015657455,-80.2633184194565,True,0.2229952946166426
15750,103,68351,1521,43.12443542480469,-80.26197814941406,True,0.10947680381519122
15750,104,0,0,43.12445978592864,-80.26181638240816,True,0.013439313428886891
15750,105,0,0,43.12602981333803,-80.26208996772768,True,0.1758375450061093
15750,106,68352,1522,43.12605285644531,-80.26201629638672,True,0.006518648852194686
15750,107,0,0,43.126205,-80.260376,True,0.13454338070115615
15750,108,0,0,43.12638218303029,-80.25839924812317,True,0.1620556590509171
15750,109,0,0,43.12639980146164,-80.25826245546341,True,0.011302093157813702
15750,110,68353,1523,43.12663269042969,-80.25830078125,True,0.02606013252820195
15750,111,0,0,43.127979566844026,-80.2585279941559,True,0.1507694668006218
15750,112,0,0,43.12844546259872,-80.25859236717226,True,0.05202317747223082
15750,113,68354,1524,43.12914657592773,-80.25909423828125,True,0.08794661635174492
15750,114,0,0,43.13049928170374,-80.2600563295223,True,0.16944704466951815
15750,115,68355,1525,43.13124847412109,-80.26054382324219,True,0.09220051041988504
15750,116,0,0,43.13147957082872,-80.26084542274475,True,0.03551571700538182
15750,117,0,0,43.1323290941614,-80.26235282421112,True,0.15476001363722633
15750,118,0,0,43.13271666079432,-80.26273369789124,True,0.05304969568340059
15750,119,0,0,43.13333519639339,-80.26290535926819,True,0.07012152630650474
15750,120,0,0,43.1341142291642,-80.26280343532564,True,0.08694331890932644
15750,121,0,0,43.1344626375938,-80.26283025741579,True,0.03876803009531217
15750,122,68260,1428,43.13584518432617,-80.26300811767578,True,0.15427473797413066
15750,123,0,0,43.137339867278975,-80.26325404644012,True,0.16725355135845796
15750,124,0,0,43.1373516107962,-80.26598453521729,True,0.2221539764405922
15750,125,0,0,43.13742207185219,-80.26742219924925,True,0.11722863695785776
15750,126,0,0,43.137531677777886,-80.26798009872438,True,0.04699504711443983
15750,127,0,0,43.137821349635786,-80.26838779449464,True,0.04621528133363519
15750,128,0,0,43.13875298765837,-80.26912808418274,True,0.11974915200393607
15750,129,0,0,43.13945757841607,-80.26963233947755,True,0.0883757778594925
15750,130,68331,1500,43.14019775390625,-80.2691421508789,True,0.09139029317978874
15750,131,0,0,43.14118,-80.2685,True,0.1209837807483102
15750,132,0,0,43.1410114244452,-80.26833146810532,True,0.023210396385361307
15750,133,0,0,43.14094879607607,-80.26810079813004,True,0.020014307145624827
15750,134,0,0,43.14098071929126,-80.26749751588795,True,0.04920758383972477
15750,135,0,0,43.14105056714334,-80.26600331068039,True,0.12180736141852255
15750,136,0,0,43.141155513474274,-80.26476429120521,True,0.10147139220156175
15750,137,0,0,43.14119148064912,-80.26385217905045,True,0.07431151336269333
15750,138,0,0,43.14077656773015,-80.26378780603409,True,0.046391496306998826
15750,139,0,0,43.14039296648876,-80.26374489068985,True,0.04275913948982104
15750,140,0,0,43.14031468022542,-80.26471048593521,True,0.07903610842835194
15750,141,68000,1141,43.14077758789063,-80.2647476196289,True,0.05151560301773136
